Servicio Meteorológico Nacional,,,,,,,,,,
Red: SMN,,,,,,,,,,
Estación: ENCBII,,,,,,,,,,
Estado: Ciudad de México,,,,,,,,,,
Municipio: Gustavo A. Madero,,,,,,,,,,
Latitud (N): 19.49866944,,,,,,,,,,
Longitud (O): -99.14545278,,,,,,,,,,
Altitud: 2240,,,,,,,,,,
,,,,,,,,,,
Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²)
2021-12-29 03:10:00,2021-12-29 09:10:00,249.0,264.0,1.9,2.9,9.7,86,780.9,0,0
2021-12-29 03:00:00,2021-12-29 09:00:00,118.0,305.0,1.7,2.6,9.7,85,780.9,0,0
2021-12-29 02:50:00,2021-12-29 08:50:00,260.0,313.0,1.9,2.6,10,84,780.9,0,0
2021-12-29 02:40:00,2021-12-29 08:40:00,259.0,239.0,1.8,2.5,10.2,84,781,0,0
2021-12-29 02:30:00,2021-12-29 08:30:00,71.0,98.0,2,2.7,10.3,84,781.1,0,0
2021-12-29 02:20:00,2021-12-29 08:20:00,85.0,87.0,2.6,4.3,10.4,84,781.1,0,0
2021-12-29 02:10:00,2021-12-29 08:10:00,65.0,105.0,2.1,3.3,10.6,83,781,0,0
2021-12-29 02:00:00,2021-12-29 08:00:00,197.0,261.0,1.5,2.3,10.9,84,781,0,0
2021-12-29 01:50:00,2021-12-29 07:50:00,150.0,127.0,1.8,4.1,10.9,84,781,0,0
2021-12-29 01:40:00,2021-12-29 07:40:00,102.0,95.0,2.4,4,11.1,83,781.1,0,0
2021-12-29 01:30:00,2021-12-29 07:30:00,89.0,89.0,2.9,4.8,11.2,82,781.1,0,0
2021-12-29 01:20:00,2021-12-29 07:20:00,81.0,107.0,2.4,3.3,11.2,83,781.2,0,0
2021-12-29 01:10:00,2021-12-29 07:10:00,67.0,55.0,1.9,3.4,11.3,82,781.2,0,0
2021-12-29 01:00:00,2021-12-29 07:00:00,74.0,80.0,3.1,4.5,11.6,81,781.2,0,0
2021-12-29 00:50:00,2021-12-29 06:50:00,74.0,86.0,3.6,5.8,12,81,781.2,0,0
2021-12-29 00:40:00,2021-12-29 06:40:00,109.0,134.0,1.8,2.8,11.6,81,781.2,0,0
2021-12-29 00:30:00,2021-12-29 06:30:00,80.0,101.0,2.4,3.9,12,80,781.2,0,0
2021-12-29 00:20:00,2021-12-29 06:20:00,88.0,359.0,2.6,4.4,12,80,781.1,0,0
2021-12-29 00:10:00,2021-12-29 06:10:00,100.0,109.0,1.9,3.8,12.3,79,781.2,0,0
2021-12-29 00:00:00,2021-12-29 06:00:00,111.0,177.0,2.1,3.4,12.6,79,781.2,0,0
2021-12-28 23:50:00,2021-12-29 05:50:00,129.0,95.0,1.8,3,12.9,78,781.2,0,0
2021-12-28 23:40:00,2021-12-29 05:40:00,83.0,89.0,2.5,4.3,12.9,78,781.3,0,0
2021-12-28 23:30:00,2021-12-29 05:30:00,72.0,82.0,3.6,5.2,13.1,78,781.3,0,0
2021-12-28 23:20:00,2021-12-29 05:20:00,81.0,94.0,2.8,5.8,13.1,78,781.3,0,0
2021-12-28 23:10:00,2021-12-29 05:10:00,98.0,113.0,2.3,4.4,13.1,77,781.3,0,0
2021-12-28 23:00:00,2021-12-29 05:00:00,84.0,94.0,3.7,5.8,13.3,77,781.3,0,0
2021-12-28 22:50:00,2021-12-29 04:50:00,80.0,119.0,2.6,5.3,13.3,76,781.2,0,0
2021-12-28 22:40:00,2021-12-29 04:40:00,110.0,112.0,2.2,6.1,13.7,76,781.1,0,0
2021-12-28 22:30:00,2021-12-29 04:30:00,108.0,117.0,2.4,6.6,14.2,74,781.1,0,0
2021-12-28 22:20:00,2021-12-29 04:20:00,111.0,183.0,2.4,5.9,14.6,73,781.1,0,0
2021-12-28 22:10:00,2021-12-29 04:10:00,107.0,99.0,2.5,6.5,14.5,73,781.1,0,0
2021-12-28 22:00:00,2021-12-29 04:00:00,88.0,132.0,2.2,3.9,14.7,73,781,0,0
2021-12-28 21:50:00,2021-12-29 03:50:00,99.0,183.0,2.6,5.6,15.2,72,781,0,0
2021-12-28 21:40:00,2021-12-29 03:40:00,98.0,87.0,2.8,7,16,69,780.9,0,0
2021-12-28 21:30:00,2021-12-29 03:30:00,100.0,104.0,2.8,7.3,16.5,68,780.8,0,0
2021-12-28 21:20:00,2021-12-29 03:20:00,104.0,104.0,3,9.8,16.6,68,780.8,0,0
2021-12-28 21:10:00,2021-12-29 03:10:00,97.0,100.0,3.5,9.2,16.1,69,780.7,0,0
2021-12-28 21:00:00,2021-12-29 03:00:00,73.0,97.0,2.9,6.2,16.3,68,780.7,0,0
2021-12-28 20:50:00,2021-12-29 02:50:00,112.0,152.0,2.4,5.1,16.8,67,780.5,0,0
2021-12-28 20:40:00,2021-12-29 02:40:00,102.0,106.0,2.5,5.7,17.2,66,780.5,0,0
2021-12-28 20:30:00,2021-12-29 02:30:00,106.0,108.0,2.6,8.3,17.5,65,780.4,0,0
2021-12-28 20:20:00,2021-12-29 02:20:00,111.0,89.0,2.6,7.7,17.6,65,780.2,0,0
2021-12-28 20:10:00,2021-12-29 02:10:00,110.0,91.0,2.3,5.8,17.9,64,780.1,0,0
2021-12-28 20:00:00,2021-12-29 02:00:00,113.0,199.0,2.7,8.9,17.8,65,779.9,0,0
2021-12-28 19:50:00,2021-12-29 01:50:00,109.0,123.0,2.4,7.3,18,64,779.8,0,0
2021-12-28 19:40:00,2021-12-29 01:40:00,113.0,144.0,2.3,8.3,18.3,63,779.9,0,0
2021-12-28 19:30:00,2021-12-29 01:30:00,115.0,214.0,2.5,6.8,18.8,62,779.8,0,0
2021-12-28 19:20:00,2021-12-29 01:20:00,107.0,152.0,2.7,7.2,19,62,779.6,0,0
2021-12-28 19:10:00,2021-12-29 01:10:00,106.0,94.0,3.2,10.9,19.2,62,779.5,0,0
2021-12-28 19:00:00,2021-12-29 01:00:00,89.0,123.0,3.2,11.1,19.6,61,779.4,0,0
2021-12-28 18:50:00,2021-12-29 00:50:00,118.0,153.0,2.6,7.2,20,60,779.3,0,0
2021-12-28 18:40:00,2021-12-29 00:40:00,124.0,294.0,3,12.1,20.5,59,779.3,0,0
2021-12-28 18:30:00,2021-12-29 00:30:00,177.0,240.0,2.3,4.9,20.7,59,779.1,0,0
2021-12-28 18:20:00,2021-12-29 00:20:00,151.0,249.0,2.2,6.3,21.1,58,778.9,0,0
2021-12-28 18:10:00,2021-12-29 00:10:00,157.0,171.0,2.6,8.1,21.4,58,778.7,0,0
2021-12-28 18:00:00,2021-12-29 00:00:00,138.0,326.0,2.8,7.9,21.9,57,778.6,0,6
2021-12-28 17:50:00,2021-12-28 23:50:00,135.0,90.0,2.9,8.5,22.4,56,778.5,0,17
2021-12-28 17:40:00,2021-12-28 23:40:00,133.0,96.0,3,11.1,22.9,55,778.4,0,28
2021-12-28 17:30:00,2021-12-28 23:30:00,128.0,229.0,3.1,13.4,23.2,54,778.3,0,38
2021-12-28 17:20:00,2021-12-28 23:20:00,122.0,121.0,3.7,16,23.2,54,778.2,0,46
2021-12-28 17:10:00,2021-12-28 23:10:00,113.0,224.0,4.1,13.5,23.2,54,778.2,0,57
2021-12-28 17:00:00,2021-12-28 23:00:00,109.0,98.0,4.7,17.1,23.2,54,778.2,0,67
2021-12-28 16:50:00,2021-12-28 22:50:00,119.0,215.0,4.5,17.5,23.5,53,778.1,0,84
2021-12-28 16:40:00,2021-12-28 22:40:00,111.0,127.0,5.1,18.1,23.7,52,778,0,107
2021-12-28 16:30:00,2021-12-28 22:30:00,113.0,221.0,4.6,16.3,24.2,50,777.9,0,217
2021-12-28 16:20:00,2021-12-28 22:20:00,119.0,110.0,3.5,11.1,24.2,49,777.9,0,232
2021-12-28 16:10:00,2021-12-28 22:10:00,116.0,100.0,4.3,16.8,24.6,47,777.9,0,68
2021-12-28 16:00:00,2021-12-28 22:00:00,118.0,222.0,3.7,13.6,25.2,46,777.9,0,256
2021-12-28 15:50:00,2021-12-28 21:50:00,128.0,102.0,2.8,16.6,26.1,44,777.9,0,153
2021-12-28 15:40:00,2021-12-28 21:40:00,125.0,159.0,2.7,13.5,27.3,41,777.9,0,362
2021-12-28 15:30:00,2021-12-28 21:30:00,129.0,302.0,2.9,13,26.9,42,777.9,0,355
2021-12-28 15:20:00,2021-12-28 21:20:00,12.0,332.0,3.2,9.7,27,41,777.9,0,155
2021-12-28 15:10:00,2021-12-28 21:10:00,247.0,282.0,4.5,8.7,27.1,40,777.9,0,118
2021-12-28 15:00:00,2021-12-28 21:00:00,119.0,188.0,3.1,8.9,26.1,41,777.9,0,138
2021-12-28 14:50:00,2021-12-28 20:50:00,141.0,108.0,2.6,9,25.7,41,778.1,0,154
2021-12-28 14:40:00,2021-12-28 20:40:00,108.0,342.0,3.4,9,25.4,41,778.1,0,134
2021-12-28 14:30:00,2021-12-28 20:30:00,305.0,233.0,3.5,7.6,25.3,40,778.2,0,141
2021-12-28 14:20:00,2021-12-28 20:20:00,353.0,349.0,3.5,11.8,25.1,45,778.4,0,104
2021-12-28 14:10:00,2021-12-28 20:10:00,77.0,93.0,4.1,13.2,24.5,45,778.5,0,115
2021-12-28 14:00:00,2021-12-28 20:00:00,91.0,100.0,5.2,13.1,24.3,45,778.6,0,159
2021-12-28 13:50:00,2021-12-28 19:50:00,107.0,353.0,3.7,11.1,24.3,45,778.8,0,167
2021-12-28 13:40:00,2021-12-28 19:40:00,167.0,230.0,2.4,7.7,24.3,45,779,0,121
2021-12-28 13:30:00,2021-12-28 19:30:00,115.0,225.0,3.7,8.6,23.6,46,779.2,0,92
2021-12-28 13:20:00,2021-12-28 19:20:00,77.0,187.0,3.8,9.9,23.4,46,779.3,0,92
2021-12-28 13:10:00,2021-12-28 19:10:00,174.0,244.0,3.1,8.6,23.5,46,779.5,0,126
2021-12-28 13:00:00,2021-12-28 19:00:00,151.0,100.0,2.3,11.9,23.4,48,779.6,0,91
2021-12-28 12:50:00,2021-12-28 18:50:00,78.0,229.0,5,12.8,22.9,49,779.7,0,102
2021-12-28 12:40:00,2021-12-28 18:40:00,160.0,315.0,2.2,4.7,22.6,49,779.9,0,81
2021-12-28 12:30:00,2021-12-28 18:30:00,199.0,313.0,2.6,7.6,22.3,51,780.1,0,71
2021-12-28 12:20:00,2021-12-28 18:20:00,113.0,216.0,3.2,10.6,21.9,53,780.2,0,74
2021-12-28 12:10:00,2021-12-28 18:10:00,102.0,129.0,3.1,8.4,21.7,55,780.3,0,74
