Servicio Meteorológico Nacional,,,,,,,,,,
Red: SMN,,,,,,,,,,
Estación: ENCBII,,,,,,,,,,
Estado: Ciudad de México,,,,,,,,,,
Municipio: Gustavo A. Madero,,,,,,,,,,
Latitud (N): 19.49866944,,,,,,,,,,
Longitud (O): -99.14545278,,,,,,,,,,
Altitud: 2240,,,,,,,,,,
,,,,,,,,,,
Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²)
2022-01-01 16:30:00,2022-01-01 22:30:00,105.0,58.0,3.1,8.2,26.2,35,779.8,0,319
2022-01-01 16:20:00,2022-01-01 22:20:00,20.0,347.0,5.6,11.2,26.7,34,779.8,0,362
2022-01-01 16:10:00,2022-01-01 22:10:00,339.0,340.0,7.1,16.6,26.8,35,779.9,0,390
2022-01-01 16:00:00,2022-01-01 22:00:00,344.0,336.0,6.4,14.9,27.6,34,779.9,0,431
2022-01-01 15:50:00,2022-01-01 21:50:00,29.0,354.0,6.1,12.8,27.6,33,779.9,0,471
2022-01-01 15:40:00,2022-01-01 21:40:00,55.0,335.0,5.1,14.1,27.7,33,780,0,461
2022-01-01 15:30:00,2022-01-01 21:30:00,316.0,329.0,7.8,14.7,28,34,780.1,0,337
2022-01-01 15:20:00,2022-01-01 21:20:00,50.0,82.0,4.9,11,27.5,34,780.1,0,146
2022-01-01 15:10:00,2022-01-01 21:10:00,65.0,321.0,5.3,13.2,27.3,34,780.1,0,85
2022-01-01 15:00:00,2022-01-01 21:00:00,192.0,262.0,3.7,11.2,26.5,35,780.2,0,101
2022-01-01 14:50:00,2022-01-01 20:50:00,332.0,278.0,6.1,15.9,26.4,36,780.3,0,101
2022-01-01 14:40:00,2022-01-01 20:40:00,329.0,317.0,5.1,13.9,26,37,780.4,0,160
2022-01-01 14:30:00,2022-01-01 20:30:00,255.0,75.0,4.4,11.7,25.7,38,780.6,0,161
2022-01-01 14:20:00,2022-01-01 20:20:00,323.0,327.0,7.2,15.3,25.5,38,780.6,0,85
2022-01-01 14:10:00,2022-01-01 20:10:00,276.0,296.0,5.6,17,25.2,38,780.8,0,104
2022-01-01 14:00:00,2022-01-01 20:00:00,325.0,323.0,7.5,15.3,25.1,39,781,0,133
2022-01-01 13:50:00,2022-01-01 19:50:00,295.0,320.0,4.3,8.7,24.7,40,781.1,0,167
2022-01-01 13:40:00,2022-01-01 19:40:00,302.0,319.0,7.2,14.4,24.6,40,781.3,0,145
2022-01-01 13:30:00,2022-01-01 19:30:00,337.0,329.0,6.9,14.2,24.6,40,781.5,0,83
2022-01-01 13:20:00,2022-01-01 19:20:00,1.0,333.0,7.5,15.4,24.3,41,781.6,0,84
2022-01-01 13:10:00,2022-01-01 19:10:00,342.0,358.0,7.1,17.7,23.9,42,781.8,0,100
2022-01-01 13:00:00,2022-01-01 19:00:00,310.0,360.0,7.3,16.3,23.6,44,782,0,102
2022-01-01 12:50:00,2022-01-01 18:50:00,358.0,93.0,4.5,12.4,22.9,48,782.1,0,106
2022-01-01 12:40:00,2022-01-01 18:40:00,329.0,357.0,4.8,9.8,22.6,48,782.3,0,97
2022-01-01 12:30:00,2022-01-01 18:30:00,140.0,231.0,3.6,8.7,22.3,51,782.5,0,87
2022-01-01 12:20:00,2022-01-01 18:20:00,161.0,215.0,2.1,4.8,22.1,52,782.7,0,90
2022-01-01 12:10:00,2022-01-01 18:10:00,174.0,231.0,2.4,5.5,21.5,54,782.9,0,88
2022-01-01 12:00:00,2022-01-01 18:00:00,205.0,291.0,2.7,6.9,21.1,55,783.1,0,87
2022-01-01 11:50:00,2022-01-01 17:50:00,129.0,150.0,2.6,7.2,20.8,57,783.2,0,88
2022-01-01 11:40:00,2022-01-01 17:40:00,178.0,281.0,3,8.4,20.1,58,783.4,0,82
2022-01-01 11:30:00,2022-01-01 17:30:00,183.0,252.0,2.1,7.1,19.9,58,783.5,0,79
2022-01-01 11:20:00,2022-01-01 17:20:00,141.0,242.0,2.2,6.9,19.6,59,783.7,0,79
2022-01-01 11:10:00,2022-01-01 17:10:00,175.0,231.0,1.8,3.3,19.4,60,783.8,0,80
2022-01-01 11:00:00,2022-01-01 17:00:00,182.0,110.0,2.5,5.5,19,60,783.9,0,82
2022-01-01 10:50:00,2022-01-01 16:50:00,137.0,224.0,2.3,6.4,18.7,61,784,0,82
2022-01-01 10:40:00,2022-01-01 16:40:00,120.0,226.0,2.6,6.4,18.5,62,784,0,83
2022-01-01 10:30:00,2022-01-01 16:30:00,108.0,87.0,2.8,7.9,17.9,63,784,0,80
2022-01-01 10:20:00,2022-01-01 16:20:00,103.0,165.0,2.3,5.7,17.4,65,784,0,72
2022-01-01 10:10:00,2022-01-01 16:10:00,130.0,90.0,2.7,7.8,16.9,66,784,0,67
2022-01-01 10:00:00,2022-01-01 16:00:00,89.0,90.0,3.2,6.9,16.5,67,784,0,65
2022-01-01 09:50:00,2022-01-01 15:50:00,95.0,252.0,3.4,7.2,16,68,784,0,62
2022-01-01 09:40:00,2022-01-01 15:40:00,103.0,129.0,2.7,6.3,15.5,69,783.9,0,59
2022-01-01 09:30:00,2022-01-01 15:30:00,309.0,343.0,2.3,4.6,14.9,69,783.9,0,58
2022-01-01 09:20:00,2022-01-01 15:20:00,301.0,62.0,2.6,5.1,14.5,70,783.8,0,57
2022-01-01 09:10:00,2022-01-01 15:10:00,3.0,335.0,2.8,4.9,13.9,71,783.7,0,55
2022-01-01 09:00:00,2022-01-01 15:00:00,356.0,43.0,2.4,4,12.9,74,783.6,0,51
2022-01-01 08:50:00,2022-01-01 14:50:00,44.0,57.0,2.2,3.4,11.8,78,783.5,0,48
2022-01-01 08:40:00,2022-01-01 14:40:00,353.0,61.0,2.5,3.6,10.9,82,783.4,0,44
2022-01-01 08:30:00,2022-01-01 14:30:00,42.0,358.0,2.8,4.6,9.7,85,783.2,0,39
2022-01-01 08:20:00,2022-01-01 14:20:00,35.0,236.0,1.9,2.9,8.9,86,783.1,0,35
2022-01-01 08:10:00,2022-01-01 14:10:00,278.0,293.0,1.9,2.4,8.4,86,783,0,30
2022-01-01 08:00:00,2022-01-01 14:00:00,246.0,216.0,1.9,2.9,8.1,88,782.8,0,26
2022-01-01 07:50:00,2022-01-01 13:50:00,195.0,195.0,1.6,2.1,7.5,87,782.7,0,20
2022-01-01 07:40:00,2022-01-01 13:40:00,169.0,197.0,1.5,2.3,7.3,87,782.7,0,14
2022-01-01 07:30:00,2022-01-01 13:30:00,102.0,181.0,1.8,2.3,7.4,87,782.6,0,7
2022-01-01 07:20:00,2022-01-01 13:20:00,120.0,151.0,1.7,3,7.4,87,782.5,0,3
2022-01-01 07:10:00,2022-01-01 13:10:00,304.0,338.0,1.7,2.4,7.5,87,782.5,0,0
2022-01-01 07:00:00,2022-01-01 13:00:00,300.0,323.0,1.7,2.3,7.6,87,782.4,0,0
2022-01-01 06:50:00,2022-01-01 12:50:00,77.0,90.0,2,3.1,7.7,86,782.2,0,0
2022-01-01 06:40:00,2022-01-01 12:40:00,96.0,124.0,1.8,2.8,7.6,86,782.2,0,0
2022-01-01 06:30:00,2022-01-01 12:30:00,289.0,241.0,1.5,2.1,7.7,86,782.1,0,0
2022-01-01 06:20:00,2022-01-01 12:20:00,244.0,232.0,1.6,2.1,7.8,85,782,0,0
2022-01-01 06:10:00,2022-01-01 12:10:00,296.0,246.0,1.6,2.6,7.7,85,781.9,0,0
2022-01-01 06:00:00,2022-01-01 12:00:00,265.0,259.0,1.7,2.6,7.9,84,781.9,0,0
2022-01-01 05:50:00,2022-01-01 11:50:00,253.0,283.0,1.7,2.3,8.1,85,781.8,0,0
2022-01-01 05:40:00,2022-01-01 11:40:00,270.0,321.0,1.7,2.4,8.2,85,781.7,0,0
2022-01-01 05:30:00,2022-01-01 11:30:00,281.0,254.0,1.7,2.1,8.2,84,781.7,0,0
2022-01-01 05:20:00,2022-01-01 11:20:00,60.0,84.0,2,3.2,8.6,85,781.6,0,0
2022-01-01 05:10:00,2022-01-01 11:10:00,97.0,128.0,1.9,3,8.7,85,781.6,0,0
2022-01-01 05:00:00,2022-01-01 11:00:00,216.0,227.0,2.3,3.6,8.9,86,781.6,0,0
2022-01-01 04:50:00,2022-01-01 10:50:00,149.0,114.0,1.6,2.1,8.7,85,781.5,0,0
2022-01-01 04:40:00,2022-01-01 10:40:00,99.0,184.0,1.6,2.2,8.9,85,781.5,0,0
2022-01-01 04:30:00,2022-01-01 10:30:00,132.0,119.0,1.5,2.5,8.8,84,781.4,0,0
2022-01-01 04:20:00,2022-01-01 10:20:00,85.0,92.0,2.4,3.6,9,84,781.3,0,0
2022-01-01 04:10:00,2022-01-01 10:10:00,302.0,293.0,1.4,1.8,9.1,83,781.3,0,0
2022-01-01 04:00:00,2022-01-01 10:00:00,304.0,57.0,1.6,2.3,9.2,84,781.3,0,0
2022-01-01 03:50:00,2022-01-01 09:50:00,46.0,48.0,1.8,2.6,9.2,83,781.3,0,0
2022-01-01 03:40:00,2022-01-01 09:40:00,193.0,241.0,1.7,2.7,9.6,83,781.3,0,0
2022-01-01 03:30:00,2022-01-01 09:30:00,174.0,214.0,2,3.1,9.6,84,781.3,0,0
2022-01-01 03:20:00,2022-01-01 09:20:00,184.0,240.0,2,3.6,9.3,83,781.3,0,0
2022-01-01 03:10:00,2022-01-01 09:10:00,251.0,272.0,1.9,2.4,9.4,82,781.3,0,0
2022-01-01 03:00:00,2022-01-01 09:00:00,304.0,249.0,1.8,2.4,9.7,82,781.3,0,0
2022-01-01 02:50:00,2022-01-01 08:50:00,253.0,263.0,2.1,2.9,9.8,82,781.3,0,0
2022-01-01 02:40:00,2022-01-01 08:40:00,112.0,180.0,1.9,2.9,9.8,82,781.4,0,0
2022-01-01 02:30:00,2022-01-01 08:30:00,317.0,315.0,1.5,2,9.9,80,781.3,0,0
2022-01-01 02:20:00,2022-01-01 08:20:00,246.0,255.0,2,2.6,10.1,80,781.3,0,0
2022-01-01 02:10:00,2022-01-01 08:10:00,268.0,248.0,1.6,2.4,10.3,81,781.3,0,0
2022-01-01 02:00:00,2022-01-01 08:00:00,280.0,333.0,1.9,2.8,10.3,80,781.4,0,0
2022-01-01 01:50:00,2022-01-01 07:50:00,182.0,248.0,1.5,2.3,10.4,80,781.5,0,0
2022-01-01 01:40:00,2022-01-01 07:40:00,123.0,227.0,1.7,2.5,10.6,79,781.5,0,0
2022-01-01 01:30:00,2022-01-01 07:30:00,309.0,89.0,1.6,2.1,10.6,79,781.6,0,0
2022-01-01 01:20:00,2022-01-01 07:20:00,219.0,330.0,1.7,2.5,10.7,80,781.6,0,0
2022-01-01 01:10:00,2022-01-01 07:10:00,55.0,344.0,1.7,2.4,10.7,79,781.7,0,0
2022-01-01 01:00:00,2022-01-01 07:00:00,28.0,239.0,1.6,2,11,78,781.8,0,0
2022-01-01 00:50:00,2022-01-01 06:50:00,280.0,329.0,1.6,2.1,11.2,77,781.8,0,0
2022-01-01 00:40:00,2022-01-01 06:40:00,199.0,231.0,1.6,2.1,11.5,77,781.7,0,0
2022-01-01 00:30:00,2022-01-01 06:30:00,84.0,67.0,1.7,2.4,11.8,76,781.8,0,0
2022-01-01 00:20:00,2022-01-01 06:20:00,27.0,343.0,1.6,2.4,12,75,781.8,0,0
2022-01-01 00:10:00,2022-01-01 06:10:00,188.0,220.0,1.6,2.1,12.1,75,781.8,0,0
2022-01-01 00:00:00,2022-01-01 06:00:00,174.0,267.0,1.7,2.8,12.2,74,781.8,0,0
2021-12-31 23:50:00,2022-01-01 05:50:00,91.0,106.0,2,3.5,12.5,74,781.8,0,0
2021-12-31 23:40:00,2022-01-01 05:40:00,93.0,122.0,1.9,3.1,12.6,74,781.8,0,0
2021-12-31 23:30:00,2022-01-01 05:30:00,82.0,106.0,1.7,3,12.7,73,781.9,0,0
2021-12-31 23:20:00,2022-01-01 05:20:00,109.0,156.0,1.7,2.8,13.1,72,781.8,0,0
2021-12-31 23:10:00,2022-01-01 05:10:00,117.0,207.0,1.7,2.6,13.5,72,781.9,0,0
2021-12-31 23:00:00,2022-01-01 05:00:00,81.0,103.0,2,3.1,13.5,71,782,0,0
2021-12-31 22:50:00,2022-01-01 04:50:00,80.0,93.0,2.4,4.2,13.8,71,781.9,0,0
2021-12-31 22:40:00,2022-01-01 04:40:00,43.0,73.0,1.9,3.1,14.2,70,781.9,0,0
2021-12-31 22:30:00,2022-01-01 04:30:00,104.0,225.0,2.3,4.1,14.2,71,781.8,0,0
2021-12-31 22:20:00,2022-01-01 04:20:00,119.0,116.0,2.2,4.6,14.2,70,781.8,0,0
2021-12-31 22:10:00,2022-01-01 04:10:00,120.0,214.0,1.9,3,14.4,70,781.6,0,0
2021-12-31 22:00:00,2022-01-01 04:00:00,112.0,90.0,2.8,6.2,14.4,69,781.5,0,0
2021-12-31 21:50:00,2022-01-01 03:50:00,53.0,99.0,2.8,5,14.5,69,781.4,0,0
2021-12-31 21:40:00,2022-01-01 03:40:00,104.0,118.0,2.7,5.5,14.8,68,781.4,0,0
2021-12-31 21:30:00,2022-01-01 03:30:00,91.0,96.0,2.9,5.3,15.1,68,781.3,0,0
2021-12-31 21:20:00,2022-01-01 03:20:00,63.0,88.0,2.2,4.1,15.1,67,781.2,0,0
2021-12-31 21:10:00,2022-01-01 03:10:00,80.0,115.0,2.1,3.4,15.7,66,781.2,0,0
2021-12-31 21:00:00,2022-01-01 03:00:00,108.0,134.0,2.3,4.6,15.8,66,781.1,0,0
2021-12-31 20:50:00,2022-01-01 02:50:00,77.0,105.0,2.5,4.5,16.3,64,781,0,0
2021-12-31 20:40:00,2022-01-01 02:40:00,110.0,91.0,2.2,4.5,17.1,62,780.9,0,0
2021-12-31 20:30:00,2022-01-01 02:30:00,121.0,345.0,2.1,4.1,17.9,61,780.9,0,0
2021-12-31 19:50:00,2022-01-01 01:50:00,100.0,64.0,2.5,4.6,17.6,60,780.5,0,0
2021-12-31 19:40:00,2022-01-01 01:40:00,59.0,90.0,3,5.1,18.3,59,780.3,0,0
2021-12-31 19:30:00,2022-01-01 01:30:00,22.0,92.0,2.3,3.6,19,57,780.2,0,0
2021-12-31 17:20:00,2021-12-31 23:20:00,103.0,90.0,2.5,5.6,24.8,40,779.1,0,40
2021-12-31 17:10:00,2021-12-31 23:10:00,85.0,97.0,2.9,8.4,25,40,779,0,49
2021-12-31 17:00:00,2021-12-31 23:00:00,94.0,293.0,2.7,7,25.2,40,779,0,55
2021-12-31 16:50:00,2021-12-31 22:50:00,139.0,205.0,2,4.4,25.5,39,779,0,64
2021-12-31 16:40:00,2021-12-31 22:40:00,146.0,231.0,2,4.8,25.6,39,779.1,0,86
2021-12-31 16:30:00,2021-12-31 22:30:00,62.0,323.0,3.3,5.9,25.8,38,779.1,0,233
2021-12-31 16:20:00,2021-12-31 22:20:00,279.0,245.0,4.8,9.3,26.1,37,779.1,0,300
2021-12-31 16:10:00,2021-12-31 22:10:00,26.0,291.0,5.5,10.3,26.1,37,779,0,331
2021-12-31 16:00:00,2021-12-31 22:00:00,352.0,313.0,4.3,10.4,27,36,779.1,0,369
2021-12-31 15:50:00,2021-12-31 21:50:00,276.0,285.0,5.3,9.7,27.2,36,779.1,0,400
2021-12-31 15:40:00,2021-12-31 21:40:00,276.0,297.0,6.4,11.4,27.7,36,779.1,0,444
2021-12-31 15:30:00,2021-12-31 21:30:00,26.0,104.0,4.7,8.6,27.6,36,779.2,0,315
2021-12-31 15:20:00,2021-12-31 21:20:00,179.0,233.0,3,6.5,27.4,36,779.2,0,154
2021-12-31 15:10:00,2021-12-31 21:10:00,108.0,271.0,3.3,6.8,27,37,779.3,0,100
2021-12-31 15:00:00,2021-12-31 21:00:00,332.0,356.0,4.4,8.2,25.8,38,779.4,0,108
2021-12-31 14:50:00,2021-12-31 20:50:00,23.0,353.0,4.1,8.1,25.3,39,779.5,0,109
2021-12-31 14:40:00,2021-12-31 20:40:00,47.0,323.0,5.3,10,25.1,39,779.6,0,158
2021-12-31 14:30:00,2021-12-31 20:30:00,19.0,316.0,4.6,9.5,24.9,40,779.7,0,185
2021-12-31 14:20:00,2021-12-31 20:20:00,94.0,140.0,4.8,15.5,25,40,779.8,0,94
2021-12-31 14:10:00,2021-12-31 20:10:00,78.0,97.0,3.5,8.2,24.6,41,780,0,94
2021-12-31 14:00:00,2021-12-31 20:00:00,311.0,347.0,3.6,6.9,24.5,41,780.2,0,174
2021-12-31 13:50:00,2021-12-31 19:50:00,354.0,100.0,5.6,9.8,24,41,780.4,0,148
2021-12-31 13:40:00,2021-12-31 19:40:00,298.0,306.0,4.3,9.7,23.9,42,780.6,0,117
2021-12-31 13:30:00,2021-12-31 19:30:00,198.0,283.0,2.8,7.8,23.8,42,780.9,0,84
2021-12-31 13:20:00,2021-12-31 19:20:00,210.0,332.0,2.7,7.1,23.5,43,781,0,81
2021-12-31 13:10:00,2021-12-31 19:10:00,104.0,83.0,3.7,9,23.5,43,781.2,0,114
2021-12-31 13:00:00,2021-12-31 19:00:00,133.0,329.0,3.1,11.1,23.5,43,781.4,0,93
2021-12-31 12:50:00,2021-12-31 18:50:00,151.0,266.0,3.6,11.2,23,44,781.5,0,92
2021-12-31 12:40:00,2021-12-31 18:40:00,43.0,342.0,4.3,12.9,22.8,44,781.7,0,74
2021-12-31 12:30:00,2021-12-31 18:30:00,192.0,235.0,2.9,7.4,22.5,44,781.8,0,68
2021-12-31 12:20:00,2021-12-31 18:20:00,143.0,272.0,2.6,9.4,22.5,44,782,0,66
2021-12-31 12:10:00,2021-12-31 18:10:00,128.0,102.0,2.6,10.7,22.2,45,782.1,0,63
2021-12-31 12:00:00,2021-12-31 18:00:00,108.0,102.0,3.5,11.1,22.2,46,782.4,0,68
2021-12-31 11:50:00,2021-12-31 17:50:00,132.0,177.0,2.9,13.4,21.9,47,782.6,0,76
2021-12-31 11:40:00,2021-12-31 17:40:00,129.0,212.0,3.3,8.7,21.2,48,782.8,0,70
2021-12-31 11:30:00,2021-12-31 17:30:00,83.0,107.0,3.1,10.7,20.7,49,783,0,66
2021-12-31 11:20:00,2021-12-31 17:20:00,153.0,224.0,3.6,7.9,20.3,50,783.1,0,61
2021-12-31 11:10:00,2021-12-31 17:10:00,71.0,218.0,3.1,7.7,19.9,51,783.2,0,59
2021-12-31 11:00:00,2021-12-31 17:00:00,63.0,105.0,3.9,9.4,19.2,52,783.4,0,59
2021-12-31 10:50:00,2021-12-31 16:50:00,327.0,348.0,2.6,5.3,18.6,53,783.4,0,56
2021-12-31 10:40:00,2021-12-31 16:40:00,194.0,91.0,2.9,6.1,18.3,52,783.5,0,61
2021-12-31 10:30:00,2021-12-31 16:30:00,194.0,283.0,3.9,8.4,17.9,55,783.5,0,60
2021-12-31 10:20:00,2021-12-31 16:20:00,252.0,307.0,3.6,6.6,17.4,56,783.6,0,54
2021-12-31 10:10:00,2021-12-31 16:10:00,187.0,263.0,2.3,5.4,17.1,58,783.7,0,53
2021-12-31 10:00:00,2021-12-31 16:00:00,298.0,298.0,2.9,5,16.6,59,783.6,0,51
2021-12-31 09:50:00,2021-12-31 15:50:00,323.0,353.0,3.6,6.1,16.1,59,783.6,0,51
2021-12-31 09:40:00,2021-12-31 15:40:00,352.0,325.0,3.1,5.5,15.7,59,783.5,0,48
2021-12-31 09:30:00,2021-12-31 15:30:00,182.0,312.0,2.7,5.9,15.3,62,783.4,0,47
2021-12-31 09:00:00,2021-12-31 15:00:00,258.0,337.0,2.7,5.9,13.3,69,783.2,0,43
2021-12-31 08:50:00,2021-12-31 14:50:00,272.0,339.0,2.1,3.1,12.2,73,783.1,0,41
2021-12-31 08:40:00,2021-12-31 14:40:00,317.0,320.0,2.6,3.6,11,77,783,0,39
2021-12-31 08:30:00,2021-12-31 14:30:00,326.0,344.0,2.3,3.9,9.8,81,782.9,0,35
2021-12-31 08:20:00,2021-12-31 14:20:00,58.0,95.0,2.5,3.8,9.1,82,782.8,0,32
2021-12-31 08:10:00,2021-12-31 14:10:00,101.0,98.0,1.7,2.8,8.4,83,782.7,0,28
2021-12-31 08:00:00,2021-12-31 14:00:00,1.0,321.0,1.6,2.3,7.7,83,782.6,0,24
2021-12-31 07:50:00,2021-12-31 13:50:00,79.0,95.0,1.7,2.3,7.3,84,782.5,0,20
2021-12-31 07:40:00,2021-12-31 13:40:00,89.0,121.0,2.2,3.6,7.2,84,782.5,0,15
2021-12-31 07:30:00,2021-12-31 13:30:00,95.0,267.0,1.7,3.5,6.8,84,782.4,0,9
2021-12-31 07:20:00,2021-12-31 13:20:00,279.0,337.0,1.6,2.6,6.7,83,782.3,0,3
2021-12-31 07:10:00,2021-12-31 13:10:00,340.0,354.0,1.4,1.8,6.8,84,782.2,0,0
2021-12-31 07:00:00,2021-12-31 13:00:00,231.0,249.0,1.8,2.3,7.1,84,782.2,0,0
2021-12-31 06:50:00,2021-12-31 12:50:00,28.0,89.0,2,3.1,7.1,84,782,0,0
2021-12-31 06:40:00,2021-12-31 12:40:00,102.0,107.0,1.7,3.4,7.1,84,782,0,0
2021-12-31 06:30:00,2021-12-31 12:30:00,328.0,354.0,1.5,2.1,6.9,83,781.9,0,0
2021-12-31 06:20:00,2021-12-31 12:20:00,74.0,93.0,2.3,3.3,7.1,83,781.8,0,0
2021-12-31 06:10:00,2021-12-31 12:10:00,96.0,247.0,1.8,3.1,7.3,82,781.7,0,0
2021-12-31 06:00:00,2021-12-31 12:00:00,112.0,190.0,1.7,2.3,7.7,83,781.6,0,0
2021-12-31 05:50:00,2021-12-31 11:50:00,197.0,205.0,1.8,3,7.6,82,781.5,0,0
2021-12-31 05:40:00,2021-12-31 11:40:00,223.0,235.0,1.6,2.1,7.4,82,781.5,0,0
2021-12-31 05:30:00,2021-12-31 11:30:00,95.0,263.0,1.8,2.3,7.7,82,781.5,0,0
2021-12-31 05:20:00,2021-12-31 11:20:00,315.0,264.0,1.7,2.1,7.7,81,781.4,0,0
2021-12-31 05:10:00,2021-12-31 11:10:00,267.0,295.0,1.8,2.4,7.9,81,781.4,0,0
2021-12-31 05:00:00,2021-12-31 11:00:00,244.0,270.0,1.7,2.2,8.1,80,781.3,0,0
2021-12-31 04:50:00,2021-12-31 10:50:00,103.0,297.0,1.7,2.5,8.2,80,781.3,0,0
2021-12-31 04:40:00,2021-12-31 10:40:00,102.0,140.0,1.7,2.8,8.3,81,781.3,0,0
2021-12-31 04:30:00,2021-12-31 10:30:00,288.0,316.0,2.5,3.5,8,81,781.2,0,0
2021-12-31 04:20:00,2021-12-31 10:20:00,241.0,271.0,1.8,2.1,8.1,80,781.2,0,0
2021-12-31 04:10:00,2021-12-31 10:10:00,249.0,255.0,1.9,2.3,8.1,81,781.2,0,0
2021-12-31 04:00:00,2021-12-31 10:00:00,222.0,100.0,1.8,3,8.3,80,781.1,0,0
2021-12-31 03:50:00,2021-12-31 09:50:00,75.0,326.0,2.2,3.2,8.5,80,781.2,0,0
2021-12-31 03:40:00,2021-12-31 09:40:00,270.0,246.0,1.7,2.3,8.6,80,781.2,0,0
2021-12-31 03:30:00,2021-12-31 09:30:00,335.0,305.0,1.6,2.1,8.8,79,781.2,0,0
2021-12-31 03:20:00,2021-12-31 09:20:00,246.0,274.0,1.7,2,9.1,78,781.3,0,0
2021-12-31 03:10:00,2021-12-31 09:10:00,274.0,278.0,1.8,2.7,9.3,79,781.3,0,0
2021-12-31 03:00:00,2021-12-31 09:00:00,196.0,234.0,1.8,2.8,9.1,79,781.4,0,0
2021-12-31 02:50:00,2021-12-31 08:50:00,153.0,88.0,1.6,2.9,9.3,79,781.4,0,0
2021-12-31 02:40:00,2021-12-31 08:40:00,102.0,97.0,1.9,3.1,9.2,79,781.5,0,0
2021-12-31 02:30:00,2021-12-31 08:30:00,251.0,254.0,1.7,2.3,9.2,80,781.5,0,0
2021-12-31 02:20:00,2021-12-31 08:20:00,240.0,206.0,1.5,1.8,9.5,79,781.6,0,0
2021-12-31 02:10:00,2021-12-31 08:10:00,136.0,176.0,1.6,2.4,9.9,78,781.6,0,0
2021-12-31 02:00:00,2021-12-31 08:00:00,258.0,245.0,1.9,3.1,9.9,79,781.6,0,0
2021-12-31 01:50:00,2021-12-31 07:50:00,39.0,52.0,2.2,3.7,10,78,781.6,0,0
2021-12-31 01:40:00,2021-12-31 07:40:00,85.0,92.0,2.1,3.7,10.3,78,781.7,0,0
2021-12-31 01:30:00,2021-12-31 07:30:00,112.0,202.0,1.6,2.3,10.5,78,781.8,0,0
2021-12-31 01:20:00,2021-12-31 07:20:00,134.0,238.0,1.6,3,10.6,77,781.8,0,0
2021-12-31 01:10:00,2021-12-31 07:10:00,158.0,102.0,1.7,2.4,10.8,77,781.8,0,0
2021-12-31 01:00:00,2021-12-31 07:00:00,86.0,87.0,2.1,3.6,11.2,76,781.9,0,0
2021-12-31 00:50:00,2021-12-31 06:50:00,75.0,99.0,2.9,4,11.2,76,781.9,0,0
2021-12-31 00:40:00,2021-12-31 06:40:00,7.0,59.0,1.7,2.3,11,75,781.9,0,0
2021-12-31 00:30:00,2021-12-31 06:30:00,59.0,279.0,1.7,2.4,11.4,74,782,0,0
2021-12-31 00:20:00,2021-12-31 06:20:00,235.0,242.0,1.6,2.3,11.7,74,782.1,0,0
2021-12-31 00:10:00,2021-12-31 06:10:00,202.0,232.0,1.6,2.4,12,73,782.1,0,0
2021-12-31 00:00:00,2021-12-31 06:00:00,210.0,233.0,1.8,2.6,12.5,72,782.1,0,0
2021-12-30 23:50:00,2021-12-31 05:50:00,234.0,266.0,2.9,5.3,12.3,73,782.1,0,0
2021-12-30 23:40:00,2021-12-31 05:40:00,251.0,323.0,1.9,2.7,12.3,72,782.2,0,0
2021-12-30 23:30:00,2021-12-31 05:30:00,177.0,236.0,1.6,2.3,12.5,72,782.2,0,0
2021-12-30 23:20:00,2021-12-31 05:20:00,169.0,243.0,1.5,2.1,12.6,72,782.2,0,0
2021-12-30 23:10:00,2021-12-31 05:10:00,238.0,261.0,1.9,2.9,12.9,71,782.2,0,0
2021-12-30 23:00:00,2021-12-31 05:00:00,99.0,79.0,2.4,4.3,13.2,70,782.3,0,0
2021-12-30 22:50:00,2021-12-31 04:50:00,354.0,356.0,2.8,5.7,13.2,70,782.3,0,0
2021-12-30 22:40:00,2021-12-31 04:40:00,174.0,226.0,1.6,2.6,13.8,69,782.3,0,0
2021-12-30 22:30:00,2021-12-31 04:30:00,88.0,342.0,2.1,3.9,13.8,69,782.3,0,0
2021-12-30 22:20:00,2021-12-31 04:20:00,113.0,65.0,1.9,3.6,13.8,68,782.2,0,0
2021-12-30 22:10:00,2021-12-31 04:10:00,71.0,300.0,2.7,5.8,14.2,67,782.2,0,0
2021-12-30 22:00:00,2021-12-31 04:00:00,234.0,239.0,1.7,2.4,14.9,66,782.1,0,0
2021-12-30 21:50:00,2021-12-31 03:50:00,238.0,256.0,2.8,4,15.4,66,782,0,0
2021-12-30 21:40:00,2021-12-31 03:40:00,206.0,242.0,2.2,3.4,14.8,67,781.8,0,0
2021-12-30 21:30:00,2021-12-31 03:30:00,225.0,258.0,1.7,3.1,14.4,67,781.8,0,0
2021-12-30 21:20:00,2021-12-31 03:20:00,233.0,239.0,1.8,3.2,14.6,66,781.7,0,0
2021-12-30 21:10:00,2021-12-31 03:10:00,259.0,264.0,1.6,2.1,15,65,781.6,0,0
2021-12-30 21:00:00,2021-12-31 03:00:00,278.0,245.0,1.5,2.1,15.5,64,781.4,0,0
2021-12-30 20:50:00,2021-12-31 02:50:00,106.0,101.0,2,4.3,15.8,63,781.3,0,0
2021-12-30 20:40:00,2021-12-31 02:40:00,105.0,100.0,2.3,4.6,16,63,781.1,0,0
